CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AvgBalance,AvgSalary,BalanceStandardized
795,France,Male,32,2,117265.21,1,1,1,198317.23,0,62092.63651575588,99899.18081372158,0.6535746109745505
776,France,Female,43,4,0.0,2,0,1,162137.5,0,62092.63651575588,99899.18081372158,-1.2258476714090278
707,Spain,Female,52,7,0.0,1,1,0,109688.82,1,61818.14776342349,99440.57228098506,-1.2258476714090278
705,Germany,Female,37,3,109974.22,1,1,1,36320.87,1,119730.1161339179,101113.43510163411,0.5367211207822261
678,Germany,Female,44,2,98009.13,2,0,1,31384.86,0,119730.1161339179,101113.43510163411,0.3449553212179315
663,France,Male,34,10,0.0,1,1,1,114083.73,0,62092.63651575588,99899.18081372158,-1.2258476714090278
748,France,Male,66,8,0.0,1,1,1,163331.65,0,62092.63651575588,99899.18081372158,-1.2258476714090278
677,Spain,Female,34,10,171671.9,1,1,1,50777.77,0,61818.14776342349,99440.57228098506,1.5255565525643517
634,Spain,Male,63,10,0.0,2,1,0,30772.86,1,61818.14776342349,99440.57228098506,-1.2258476714090278
350,France,Female,60,3,0.0,1,0,0,113796.15,1,62092.63651575588,99899.18081372158,-1.2258476714090278
727,France,Male,61,0,128213.96,2,1,1,188729.08,1,62092.63651575588,99899.18081372158,0.8290514187528097
773,Germany,Male,51,8,116197.65,2,1,1,86701.4,0,119730.1161339179,101113.43510163411,0.6364647106743554
675,France,Male,39,1,0.0,2,1,0,153129.22,0,62092.63651575588,99899.18081372158,-1.2258476714090278
649,Spain,Female,36,6,86607.39,1,0,0,19825.09,0,61818.14776342349,99440.57228098506,0.16221839341177183
552,France,Male,29,10,0.0,2,1,0,12186.83,0,62092.63651575588,99899.18081372158,-1.2258476714090278
761,Germany,Male,62,5,98854.34,1,0,0,86920.97,1,119730.1161339179,101113.43510163411,0.35850159387026725
622,France,Male,31,7,0.0,1,1,0,35408.77,0,62092.63651575588,99899.18081372158,-1.2258476714090278
615,France,Male,59,8,0.0,2,1,1,165576.55,0,62092.63651575588,99899.18081372158,-1.2258476714090278
681,Germany,Male,31,4,97338.19,2,0,0,48226.76,0,119730.1161339179,101113.43510163411,0.33420209282101443
768,France,Male,30,6,0.0,2,1,1,199454.37,0,62092.63651575588,99899.18081372158,-1.2258476714090278
617,Spain,Male,34,9,0.0,2,1,0,118749.58,0,61818.14776342349,99440.57228098506,-1.2258476714090278
452,France,Female,33,6,131698.57,2,1,0,151623.91,0,62092.63651575588,99899.18081372158,0.884899642445213
807,Germany,Male,37,10,130110.45,2,0,1,172097.95,0,119730.1161339179,101113.43510163411,0.8594466703736239
567,Spain,Male,44,9,0.0,2,1,0,87677.15,0,61818.14776342349,99440.57228098506,-1.2258476714090278
603,Spain,Male,24,1,165149.13,2,1,0,21858.28,0,61818.14776342349,99440.57228098506,1.421015407915712
617,Spain,Female,37,9,101707.8,1,1,0,123866.28,0,61818.14776342349,99440.57228098506,0.4042343078260113
701,France,Female,34,3,105588.66,1,0,1,74694.41,0,62092.63651575588,99899.18081372158,0.4664332733914261
820,Germany,Male,39,9,111336.89,1,1,0,16770.31,1,119730.1161339179,101113.43510163411,0.5585607811685899
438,France,Male,60,7,78391.17,1,0,1,49424.6,0,62092.63651575588,99899.18081372158,0.030536141318711962
600,Spain,Female,27,6,0.0,2,1,1,172031.22,0,61818.14776342349,99440.57228098506,-1.2258476714090278
782,France,Male,34,9,0.0,1,1,0,183021.06,1,62092.63651575588,99899.18081372158,-1.2258476714090278
638,Germany,Female,41,9,144326.09,1,1,0,73979.85,1,119730.1161339179,101113.43510163411,1.0872822797103001
850,Germany,Male,27,1,101278.25,2,1,1,26265.18,0,119730.1161339179,101113.43510163411,0.3973498632290343
741,Germany,Female,19,8,108711.57,2,1,0,24857.25,0,119730.1161339179,101113.43510163411,0.5164844918208179
689,Spain,Male,73,1,108555.07,1,0,1,167969.15,0,61818.14776342349,99440.57228098506,0.5139762492892689
743,Germany,Female,35,1,146781.24,1,1,0,189307.7,0,119730.1161339179,101113.43510163411,1.126631235948847
493,France,Female,36,2,0.0,2,0,1,99770.3,0,62092.63651575588,99899.18081372158,-1.2258476714090278
416,Spain,Male,35,8,0.0,1,0,0,119712.78,0,61818.14776342349,99440.57228098506,-1.2258476714090278
725,France,Female,25,9,0.0,2,1,1,168607.74,0,62092.63651575588,99899.18081372158,-1.2258476714090278
497,France,Male,34,2,0.0,2,1,1,83087.13,0,62092.63651575588,99899.18081372158,-1.2258476714090278
537,Germany,Male,66,8,103291.25,2,1,1,130664.79,0,119730.1161339179,101113.43510163411,0.4296124332993744
706,Spain,Female,29,1,209490.21,1,1,1,133267.69,1,61818.14776342349,99440.57228098506,2.131674722617428
651,Spain,Male,38,2,0.0,3,1,0,67029.82,1,61818.14776342349,99440.57228098506,-1.2258476714090278
720,France,Male,33,2,0.0,2,0,1,141031.08,0,62092.63651575588,99899.18081372158,-1.2258476714090278
797,France,Male,45,8,0.0,1,0,0,125110.02,0,62092.63651575588,99899.18081372158,-1.2258476714090278
543,Spain,Male,23,5,0.0,2,1,0,117832.39,0,61818.14776342349,99440.57228098506,-1.2258476714090278
454,France,Male,34,4,0.0,2,1,0,198817.72,0,62092.63651575588,99899.18081372158,-1.2258476714090278
691,France,Male,37,9,149405.18,1,1,1,146411.6,0,62092.63651575588,99899.18081372158,1.1686854078864368
510,France,Female,52,6,191665.21,1,1,1,131312.56,1,62092.63651575588,99899.18081372158,1.8459915077620819
792,Spain,Female,40,7,0.0,1,1,0,141652.2,0,61818.14776342349,99440.57228098506,-1.2258476714090278
721,France,Male,41,6,135071.12,1,1,1,64477.25,0,62092.63651575588,99899.18081372158,0.938951868322374
765,France,Male,41,2,0.0,2,0,1,191215.61,0,62092.63651575588,99899.18081372158,-1.2258476714090278
850,Spain,Male,39,8,0.0,2,1,1,37090.44,0,61818.14776342349,99440.57228098506,-1.2258476714090278
681,Germany,Male,38,6,181804.34,2,1,1,57517.71,0,119730.1161339179,101113.43510163411,1.6879502711353984
586,France,Female,60,3,47020.65,2,0,1,63241.21,1,62092.63651575588,99899.18081372158,-0.47224259670563207
753,France,Female,36,7,128518.98,1,1,1,44567.83,1,62092.63651575588,99899.18081372158,0.8339400074874619
593,Germany,Female,38,5,142658.04,2,0,1,135337.11,0,119730.1161339179,101113.43510163411,1.0605482608301062
674,France,Female,21,9,120150.39,2,1,1,33964.03,0,62092.63651575588,99899.18081372158,0.6998157048223118
610,France,Female,35,7,81905.95,1,1,1,61623.19,0,62092.63651575588,99899.18081372158,0.08686790288444958
652,France,Male,26,3,137998.2,2,0,1,168989.77,0,62092.63651575588,99899.18081372158,0.9858644980300201
850,Germany,Female,26,8,123126.29,1,1,0,74425.41,0,119730.1161339179,101113.43510163411,0.7475107779829302
740,France,Female,51,4,0.0,2,1,1,178929.84,0,62092.63651575588,99899.18081372158,-1.2258476714090278
637,Germany,Male,43,1,135645.29,2,0,1,101382.86,1,119730.1161339179,101113.43510163411,0.948154153398026
685,Spain,Male,31,7,122449.31,2,1,1,180769.55,0,61818.14776342349,99440.57228098506,0.7366607458486935
558,Spain,Male,40,4,161766.87,1,0,0,92378.54,0,61818.14776342349,99440.57228098506,1.366807558811833
677,France,Female,37,3,0.0,2,1,1,38252.25,0,62092.63651575588,99899.18081372158,-1.2258476714090278
592,Germany,Male,36,10,123187.51,1,0,1,146111.35,0,119730.1161339179,101113.43510163411,0.7484919575853675
652,Germany,Male,36,9,150956.71,1,0,0,72350.17,0,119730.1161339179,101113.43510163411,1.193551948046017
662,Spain,Female,42,6,105021.28,1,1,0,48242.38,0,61818.14776342349,99440.57228098506,0.4573398123847149
543,France,Male,64,4,0.0,2,1,1,148305.82,0,62092.63651575588,99899.18081372158,-1.2258476714090278
675,Spain,Female,50,1,133204.91,1,0,1,8270.06,0,61818.14776342349,99440.57228098506,0.9090419175568653
643,Spain,Female,35,6,0.0,2,1,1,41549.64,0,61818.14776342349,99440.57228098506,-1.2258476714090278
611,Germany,Female,49,9,115488.52,2,1,1,138656.81,1,119730.1161339179,101113.43510163411,0.6250994069913053
412,France,Male,29,5,0.0,2,0,0,12510.53,0,62092.63651575588,99899.18081372158,-1.2258476714090278
638,Spain,Male,41,7,0.0,2,1,0,43889.41,0,61818.14776342349,99440.57228098506,-1.2258476714090278
824,Spain,Female,38,3,0.0,2,1,0,192800.25,0,61818.14776342349,99440.57228098506,-1.2258476714090278
683,France,Female,40,1,0.0,2,0,0,75762.0,0,62092.63651575588,99899.18081372158,-1.2258476714090278
562,Germany,Female,39,6,130565.02,1,1,0,9854.72,1,119730.1161339179,101113.43510163411,0.8667321132334722
599,France,Female,41,2,91328.71,1,1,0,115724.78,0,62092.63651575588,99899.18081372158,0.2378875028625906
753,France,Male,35,4,0.0,2,1,1,106303.4,0,62092.63651575588,99899.18081372158,-1.2258476714090278
594,France,Male,50,7,81310.34,1,1,1,183868.01,0,62092.63651575588,99899.18081372158,0.07732199659552993
657,France,Male,34,3,107136.6,1,1,0,153895.46,0,62092.63651575588,99899.18081372158,0.49124227623031447
716,Spain,Male,34,9,0.0,1,1,1,66695.71,0,61818.14776342349,99440.57228098506,-1.2258476714090278
850,France,Male,43,7,0.0,2,1,1,173851.11,0,62092.63651575588,99899.18081372158,-1.2258476714090278
664,France,Male,46,2,0.0,1,1,1,177423.02,1,62092.63651575588,99899.18081372158,-1.2258476714090278
558,France,Male,33,0,108477.49,1,1,1,109096.71,1,62092.63651575588,99899.18081372158,0.512732866186409
606,Germany,Male,40,1,144757.97,2,1,1,166656.18,0,119730.1161339179,101113.43510163411,1.0942040674708458
776,Spain,Male,33,2,0.0,2,1,1,176921.0,0,61818.14776342349,99440.57228098506,-1.2258476714090278
557,Spain,Male,36,1,113110.26,1,1,0,98413.1,0,61818.14776342349,99440.57228098506,0.5869827751505268
614,France,Female,27,9,106414.57,2,0,0,77500.81,0,62092.63651575588,99899.18081372158,0.4796702228433857
620,Spain,Male,42,4,106920.91,1,0,1,119747.08,0,61818.14776342349,99440.57228098506,0.4877853891272485
695,Spain,Male,35,7,0.0,2,1,0,160387.98,0,61818.14776342349,99440.57228098506,-1.2258476714090278
729,Germany,Female,39,1,131513.26,1,1,1,193715.0,0,119730.1161339179,101113.43510163411,0.8819296589083354
571,France,Female,53,2,0.0,2,1,0,28045.77,0,62092.63651575588,99899.18081372158,-1.2258476714090278
457,France,Male,40,10,134320.23,2,1,0,150757.35,0,62092.63651575588,99899.18081372158,0.9269172725746754
559,France,Female,29,3,79715.36,1,1,0,82252.28,0,62092.63651575588,99899.18081372158,0.05175907855738245
664,France,Female,38,4,74306.19,2,1,0,154395.56,0,62092.63651575588,99899.18081372158,-0.034934277700631136
500,Spain,Female,50,5,0.0,4,1,1,83866.35,1,61818.14776342349,99440.57228098506,-1.2258476714090278
782,Germany,Male,42,7,126428.38,1,1,0,39830.1,0,119730.1161339179,101113.43510163411,0.8004337337720855
708,Spain,Male,38,8,99640.89,1,1,0,12429.22,0,61818.14776342349,99440.57228098506,0.37110771631876505
681,France,Male,43,3,66338.68,1,1,1,18772.5,1,62092.63651575588,99899.18081372158,-0.16263042755713164
674,Spain,Female,39,6,0.0,2,1,1,9574.83,0,61818.14776342349,99440.57228098506,-1.2258476714090278
697,Spain,Male,43,10,128226.37,1,0,0,188486.94,0,61818.14776342349,99440.57228098506,0.8292503151733625
774,France,Female,26,5,0.0,2,1,1,64716.08,0,62092.63651575588,99899.18081372158,-1.2258476714090278
624,France,Male,36,6,0.0,2,0,0,84749.96,0,62092.63651575588,99899.18081372158,-1.2258476714090278
747,Spain,Male,37,1,0.0,2,0,1,180551.76,0,61818.14776342349,99440.57228098506,-1.2258476714090278
715,France,Female,32,10,0.0,2,1,0,60907.49,0,62092.63651575588,99899.18081372158,-1.2258476714090278
808,France,Male,24,4,122168.65,1,1,0,174107.04,0,62092.63651575588,99899.18081372158,0.732162577485086
678,France,Female,43,7,178074.33,1,0,0,110405.9,0,62092.63651575588,99899.18081372158,1.6281689949366553
813,Germany,Male,59,2,135078.41,1,1,0,187636.06,1,119730.1161339179,101113.43510163411,0.9390687059457287
687,Spain,Male,38,8,69434.4,2,1,1,66580.13,1,61818.14776342349,99440.57228098506,-0.11301498621676741
832,France,Female,29,5,0.0,2,1,0,178779.52,0,62092.63651575588,99899.18081372158,-1.2258476714090278
668,France,Male,72,2,0.0,2,1,1,70783.61,0,62092.63651575588,99899.18081372158,-1.2258476714090278
526,Germany,Male,34,3,122726.56,1,1,1,46772.36,0,119730.1161339179,101113.43510163411,0.741104261771198
457,France,Female,38,7,164496.99,1,1,1,163327.27,0,62092.63651575588,99899.18081372158,1.4105634891647574
649,Spain,Female,38,8,0.0,1,1,0,103760.53,0,61818.14776342349,99440.57228098506,-1.2258476714090278
669,France,Female,41,0,150219.41,2,0,0,107839.03,0,62092.63651575588,99899.18081372158,1.1817351607072881
668,France,Male,42,8,187534.79,1,1,1,32900.41,1,62092.63651575588,99899.18081372158,1.7797928169176043
466,France,Female,30,3,0.0,1,1,0,193984.6,0,62092.63651575588,99899.18081372158,-1.2258476714090278
685,France,Male,30,2,0.0,2,1,1,140889.32,0,62092.63651575588,99899.18081372158,-1.2258476714090278
610,France,Male,34,0,103108.17,1,0,0,125646.82,0,62092.63651575588,99899.18081372158,0.42667819021518266
582,Germany,Female,50,6,96486.57,2,1,1,20344.02,0,119730.1161339179,101113.43510163411,0.3205530864010925
702,Germany,Male,36,9,90560.48,2,1,0,174268.87,0,119730.1161339179,101113.43510163411,0.2255749970478178
556,Spain,Male,46,3,131764.96,1,1,1,108500.66,1,61818.14776342349,99440.57228098506,0.8859636822002896
812,Spain,Female,24,1,92476.88,1,0,0,83247.14,0,61818.14776342349,99440.57228098506,0.2562893484053935
645,Germany,Male,47,9,152076.93,1,1,0,121840.2,1,119730.1161339179,101113.43510163411,1.2115058358970832
809,France,Male,43,2,0.0,2,1,1,132908.07,0,62092.63651575588,99899.18081372158,-1.2258476714090278
560,France,Male,49,4,0.0,1,1,1,100075.1,1,62092.63651575588,99899.18081372158,-1.2258476714090278
744,France,Male,29,1,43504.42,1,1,1,119327.75,0,62092.63651575588,99899.18081372158,-0.52859759757917
731,Spain,Female,39,2,0.0,2,1,0,136737.13,0,61818.14776342349,99440.57228098506,-1.2258476714090278
471,Spain,Female,28,5,0.0,2,1,1,22356.97,0,61818.14776342349,99440.57228098506,-1.2258476714090278
686,Germany,Female,38,2,93569.86,3,0,0,10137.34,1,119730.1161339179,101113.43510163411,0.27380665781199076
668,Spain,Male,45,4,102486.21,2,1,1,158379.25,0,61818.14776342349,99440.57228098506,0.4167099696086509
575,France,Male,36,1,0.0,1,0,1,94570.56,0,62092.63651575588,99899.18081372158,-1.2258476714090278
435,Germany,Male,37,8,114346.3,1,0,1,980.93,1,119730.1161339179,101113.43510163411,0.6067929227460277
743,France,Male,23,3,110203.77,1,1,0,95583.45,0,62092.63651575588,99899.18081372158,0.5404001436136453
580,France,Female,39,9,128362.59,1,1,0,86044.98,0,62092.63651575588,99899.18081372158,0.8314335279378839
599,Germany,Female,49,10,143888.22,2,1,1,166236.38,1,119730.1161339179,101113.43510163411,1.080264489567876
534,Spain,Male,34,5,170600.78,1,0,1,5240.53,0,61818.14776342349,99440.57228098506,1.5083895957567302
680,France,Female,32,5,0.0,1,1,1,150684.23,0,62092.63651575588,99899.18081372158,-1.2258476714090278
631,Spain,Female,46,10,0.0,2,1,1,129508.96,0,61818.14776342349,99440.57228098506,-1.2258476714090278
485,France,Female,39,2,75339.64,1,1,1,70665.16,0,62092.63651575588,99899.18081372158,-0.018371062082552223
699,France,Female,40,8,122038.34,1,1,0,102085.35,0,62092.63651575588,99899.18081372158,0.7300740849337368
712,France,Male,34,1,0.0,2,1,1,195052.12,0,62092.63651575588,99899.18081372158,-1.2258476714090278
603,France,Male,51,8,186825.57,1,1,0,93739.71,1,62092.63651575588,99899.18081372158,1.7684260707947594
850,France,Male,40,6,124788.18,1,1,0,65612.12,0,62092.63651575588,99899.18081372158,0.7741460698727451
584,France,Female,41,3,0.0,2,1,1,160095.48,0,62092.63651575588,99899.18081372158,-1.2258476714090278
604,France,Female,71,2,0.0,2,1,1,49506.82,0,62092.63651575588,99899.18081372158,-1.2258476714090278
586,France,Male,51,2,138553.57,1,1,1,92406.22,0,62092.63651575588,99899.18081372158,0.9947654734597093
467,Spain,Male,39,5,0.0,2,1,1,7415.96,0,61818.14776342349,99440.57228098506,-1.2258476714090278
520,France,Male,35,9,105387.89,1,1,1,25059.06,0,62092.63651575588,99899.18081372158,0.46321551075207074
683,Spain,Male,40,4,95053.1,1,1,1,116816.54,1,61818.14776342349,99440.57228098506,0.2975787067097212
557,France,Male,36,3,0.0,1,0,1,144078.02,0,62092.63651575588,99899.18081372158,-1.2258476714090278
613,Spain,Female,32,0,0.0,2,0,1,126675.62,0,61818.14776342349,99440.57228098506,-1.2258476714090278
786,France,Male,34,3,137361.96,1,0,0,183682.09,0,62092.63651575588,99899.18081372158,0.9756674103094269
593,Spain,Male,32,10,158537.42,1,1,0,166850.57,0,61818.14776342349,99440.57228098506,1.3150488122079287
670,Spain,Female,29,9,0.0,2,1,0,27359.19,0,61818.14776342349,99440.57228098506,-1.2258476714090278
657,Germany,Female,48,5,143595.87,1,0,0,101314.65,1,119730.1161339179,101113.43510163411,1.0755789643020717
718,Germany,Male,32,9,169947.41,2,1,1,27979.16,0,119730.1161339179,101113.43510163411,1.4979179636619173
623,France,Female,24,7,148167.83,2,1,1,109470.34,0,62092.63651575588,99899.18081372158,1.1488542647783715
496,France,Male,31,5,0.0,2,1,0,93713.13,0,62092.63651575588,99899.18081372158,-1.2258476714090278
429,France,Female,39,6,48023.83,1,1,0,74870.99,0,62092.63651575588,99899.18081372158,-0.4561645216717703
606,France,Male,36,1,155655.46,1,1,1,192387.51,1,62092.63651575588,99899.18081372158,1.2688593256505925
499,France,Female,46,6,0.0,2,1,0,73457.55,0,62092.63651575588,99899.18081372158,-1.2258476714090278
642,France,Male,62,7,0.0,2,1,1,61120.75,0,62092.63651575588,99899.18081372158,-1.2258476714090278
641,France,Female,52,4,0.0,1,1,0,90964.54,1,62092.63651575588,99899.18081372158,-1.2258476714090278
673,France,Male,32,8,121240.76,1,1,0,116969.73,0,62092.63651575588,99899.18081372158,0.7172911834748685
570,France,Female,36,3,0.0,2,1,0,92118.75,0,62092.63651575588,99899.18081372158,-1.2258476714090278
472,France,Female,37,1,0.0,2,1,1,48357.9,0,62092.63651575588,99899.18081372158,-1.2258476714090278
550,Germany,Male,35,9,129847.75,2,1,0,197325.4,0,119730.1161339179,101113.43510163411,0.8552363488845637
625,Germany,Female,55,8,118772.71,4,0,0,135853.62,1,119730.1161339179,101113.43510163411,0.677735477532443
516,France,Male,46,2,0.0,2,1,1,169122.54,0,62092.63651575588,99899.18081372158,-1.2258476714090278
682,Germany,Male,32,2,105163.88,2,1,1,164170.46,0,119730.1161339179,101113.43510163411,0.45962527810355774
620,France,Male,28,8,0.0,2,1,1,199909.32,0,62092.63651575588,99899.18081372158,-1.2258476714090278
626,France,Female,39,0,0.0,2,1,1,83295.09,0,62092.63651575588,99899.18081372158,-1.2258476714090278
623,France,Female,29,1,0.0,2,0,0,39382.06,0,62092.63651575588,99899.18081372158,-1.2258476714090278
569,France,Female,35,4,93934.63,1,1,0,184748.23,0,62092.63651575588,99899.18081372158,0.2796528662991036
724,France,Female,69,5,117866.92,1,1,1,62280.91,0,62092.63651575588,99899.18081372158,0.6632182826273195
678,France,Female,55,5,0.0,1,0,1,196794.11,1,62092.63651575588,99899.18081372158,-1.2258476714090278
713,Spain,Female,26,4,122857.46,2,1,0,144682.17,1,61818.14776342349,99440.57228098506,0.7432022103167558
631,France,Male,32,10,0.0,2,0,1,196342.66,0,62092.63651575588,99899.18081372158,-1.2258476714090278
846,France,Female,37,6,127103.97,1,1,1,41516.44,0,62092.63651575588,99899.18081372158,0.8112614882250517
660,France,Female,43,1,0.0,1,0,1,112026.1,1,62092.63651575588,99899.18081372158,-1.2258476714090278
567,France,Male,54,9,96402.96,1,0,0,52035.29,1,62092.63651575588,99899.18081372158,0.319213059832001
731,France,Male,31,1,132512.26,1,1,1,185466.85,0,62092.63651575588,99899.18081372158,0.897940740627297
693,Spain,Male,47,8,107604.66,1,1,1,80149.27,0,61818.14776342349,99440.57228098506,0.4987439247882495
772,France,Male,34,9,0.0,2,1,0,170980.86,0,62092.63651575588,99899.18081372158,-1.2258476714090278
657,France,Male,38,7,0.0,2,1,0,185827.74,0,62092.63651575588,99899.18081372158,-1.2258476714090278
774,Germany,Male,34,4,120875.23,2,0,1,113407.26,0,119730.1161339179,101113.43510163411,0.7114327943850466
667,France,Female,37,9,71786.9,2,1,1,67734.79,0,62092.63651575588,99899.18081372158,-0.07531121269939284
516,France,Female,37,8,113143.12,1,0,0,3363.36,0,62092.63651575588,99899.18081372158,0.5875094259466079
551,Spain,Male,49,1,150777.72,2,1,1,135757.27,0,61818.14776342349,99440.57228098506,1.1906832558369311
542,Spain,Male,35,2,174894.53,1,1,1,22314.55,0,61818.14776342349,99440.57228098506,1.5772059942860508
623,France,Male,28,7,0.0,1,0,0,129526.57,0,62092.63651575588,99899.18081372158,-1.2258476714090278
701,France,Female,43,2,160416.56,1,0,1,37266.43,0,62092.63651575588,99899.18081372158,1.3451659934905806
583,France,Male,48,3,91246.53,1,1,0,60017.46,1,62092.63651575588,99899.18081372158,0.23657039505912278
731,Spain,Male,46,10,0.0,2,1,0,153015.42,0,61818.14776342349,99440.57228098506,-1.2258476714090278
461,France,Female,35,5,0.0,1,1,1,54209.02,0,62092.63651575588,99899.18081372158,-1.2258476714090278
702,Germany,Female,23,7,98775.23,1,1,0,114603.96,0,119730.1161339179,101113.43510163411,0.3572336892909008
565,Germany,Female,47,10,139756.12,1,1,0,165849.49,1,119730.1161339179,101113.43510163411,1.0140388731805674
711,Spain,Male,42,3,177626.77,3,0,1,16392.72,1,61818.14776342349,99440.57228098506,1.62099590210969
664,France,Male,54,8,0.0,1,1,1,162719.69,1,62092.63651575588,99899.18081372158,-1.2258476714090278
518,Spain,Male,50,4,0.0,1,0,0,107112.25,1,61818.14776342349,99440.57228098506,-1.2258476714090278
728,Spain,Male,42,8,0.0,2,0,1,41823.22,0,61818.14776342349,99440.57228098506,-1.2258476714090278
585,Germany,Male,37,6,152496.82,1,1,1,99907.29,0,119730.1161339179,101113.43510163411,1.218235458622784
573,France,Male,52,8,0.0,2,0,1,178229.04,0,62092.63651575588,99899.18081372158,-1.2258476714090278
568,Germany,Male,26,1,112930.28,2,1,0,22095.73,0,119730.1161339179,101113.43510163411,0.5840982161037013
602,Germany,Female,26,8,113674.2,1,1,0,197861.16,1,119730.1161339179,101113.43510163411,0.5960211029028704
603,France,Male,44,9,0.0,1,1,0,138328.24,0,62092.63651575588,99899.18081372158,-1.2258476714090278
687,France,Male,38,0,144450.58,1,0,1,137276.83,0,62092.63651575588,99899.18081372158,1.0892774944882715
741,France,Male,52,1,171236.3,2,0,0,21834.4,1,62092.63651575588,99899.18081372158,1.5185751439589668
469,Spain,Male,37,9,96776.49,1,1,1,119890.86,0,61818.14776342349,99440.57228098506,0.32519966579244514
477,Germany,Female,58,8,145984.92,1,1,1,24564.7,0,119730.1161339179,101113.43510163411,1.1138685286471022
737,Germany,Male,43,8,96353.8,1,0,0,10209.8,0,119730.1161339179,101113.43510163411,0.31842516716202685
835,France,Male,25,7,0.0,2,1,1,83449.65,0,62092.63651575588,99899.18081372158,-1.2258476714090278
717,Germany,Female,33,0,115777.23,1,1,1,81508.1,0,119730.1161339179,101113.43510163411,0.6297265935809763
562,France,Female,51,7,122822.0,2,0,0,32626.21,0,62092.63651575588,99899.18081372158,0.7426338890377223
758,Spain,Male,61,2,0.0,2,1,1,43982.41,0,61818.14776342349,99440.57228098506,-1.2258476714090278
408,France,Male,40,3,0.0,2,0,0,124874.23,0,62092.63651575588,99899.18081372158,-1.2258476714090278
650,Spain,Female,32,4,79450.09,1,1,1,118324.75,0,61818.14776342349,99440.57228098506,0.04750756739863469
582,Germany,Male,33,2,122394.0,1,1,1,22113.93,0,119730.1161339179,101113.43510163411,0.7357742864594284
706,Spain,Female,43,1,0.0,2,1,0,31962.77,0,61818.14776342349,99440.57228098506,-1.2258476714090278
567,Germany,Male,41,0,134378.89,1,1,1,105746.94,0,119730.1161339179,101113.43510163411,0.9278574227785136
720,France,Male,29,2,0.0,2,1,0,39925.52,0,62092.63651575588,99899.18081372158,-1.2258476714090278
631,Spain,Female,31,2,88161.85,2,1,0,127630.88,0,61818.14776342349,99440.57228098506,0.18713189300021746
623,Spain,Male,41,2,142412.13,1,1,0,28778.98,0,61818.14776342349,99440.57228098506,1.0566070344982643
514,France,Male,35,3,121030.9,1,1,0,10008.68,0,62092.63651575588,99899.18081372158,0.7139277344162686
650,Germany,Female,35,3,165982.43,2,1,1,24482.16,0,119730.1161339179,101113.43510163411,1.434370797701909
673,Spain,Female,35,6,0.0,2,1,0,98618.79,0,61818.14776342349,99440.57228098506,-1.2258476714090278
504,France,Female,32,8,206663.75,1,0,0,16281.94,0,62092.63651575588,99899.18081372158,2.0863747406000344
723,Germany,Male,37,3,94661.53,2,1,0,121239.65,0,119730.1161339179,101113.43510163411,0.2913029717060236
645,France,Male,25,0,174400.36,1,1,0,42669.37,0,62092.63651575588,99899.18081372158,1.5692858779166219
664,Spain,Male,41,7,123428.69,1,1,1,164924.11,0,61818.14776342349,99440.57228098506,0.7523573756924539
760,Spain,Male,43,6,175735.5,1,1,1,157337.29,0,61818.14776342349,99440.57228098506,1.590684311996957
766,Spain,Male,36,5,78381.13,1,0,1,153831.6,0,61818.14776342349,99440.57228098506,0.030375229146081057
634,France,Male,37,5,115345.86,2,0,0,168781.8,0,62092.63651575588,99899.18081372158,0.6228129796459329
640,Germany,Female,31,10,118613.34,1,1,0,168469.65,0,119730.1161339179,101113.43510163411,0.675181237198558
784,Germany,Male,28,2,109960.06,2,1,1,170829.87,0,119730.1161339179,101113.43510163411,0.5364941769212246
547,Germany,Female,42,1,142703.4,1,1,0,86207.49,1,119730.1161339179,101113.43510163411,1.0612752504865344
608,Germany,Female,40,8,121729.42,1,0,0,61164.45,0,119730.1161339179,101113.43510163411,0.7251229904746561
547,France,Female,35,4,0.0,1,1,1,133287.73,0,62092.63651575588,99899.18081372158,-1.2258476714090278
612,France,Female,43,4,139496.35,2,1,1,77128.23,0,62092.63651575588,99899.18081372158,1.0098755111203725
573,Spain,Male,28,8,0.0,2,0,0,77660.03,0,61818.14776342349,99440.57228098506,-1.2258476714090278
615,Spain,Male,32,5,138521.83,1,1,1,56897.1,0,61818.14776342349,99440.57228098506,0.994256773025515
710,France,Female,33,2,0.0,2,1,0,72945.32,0,62092.63651575588,99899.18081372158,-1.2258476714090278
674,Germany,Female,38,10,83727.68,1,1,0,45418.12,0,119730.1161339179,101113.43510163411,0.11606496784929832
702,Spain,Female,38,9,0.0,2,1,1,158527.45,0,61818.14776342349,99440.57228098506,-1.2258476714090278
616,France,Male,37,9,0.0,1,1,0,111312.96,0,62092.63651575588,99899.18081372158,-1.2258476714090278
688,Spain,Male,32,6,124179.3,1,1,1,138759.15,0,61818.14776342349,99440.57228098506,0.7643874838496809
605,France,Male,36,7,128829.25,1,1,0,190588.59,0,62092.63651575588,99899.18081372158,0.8389127385434602
676,France,Male,33,6,171490.78,1,0,0,79099.64,0,62092.63651575588,99899.18081372158,1.5226537226134627
708,Spain,Male,33,3,0.0,2,1,0,138613.21,0,61818.14776342349,99440.57228098506,-1.2258476714090278
745,Spain,Female,38,7,0.0,2,1,1,194230.82,0,61818.14776342349,99440.57228098506,-1.2258476714090278
